gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory
3736156316,,Danmarks Miljøportal,da,CC_BY_4_0,2022-03-17T14:44:14.110Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""NOVANA"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/216829""""}""",25496061,DMPNatur_25496061,,Miljøstyrelsen,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,216829.0,,,,2004-08-17,00:00,230.0,230.0,2004.0,8.0,17.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,82_26,,,,,,,,55.769253,10.305452,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T14:01:36.052Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T14:01:36.052Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.2_1,Midtjylland,DNK.2.6_1,Horsens,,,LC
3725995175,,,,CC_BY_NC_4_0,2020-08-15T11:01:00Z,,,Stichting Observation International,,,,,,,,,HUMAN_OBSERVATION,,,,https://observation.org/observation/198451394,,,User 67939,,1.0,,,,Unknown,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,Observation,,2020-08-14,12:05,227.0,227.0,2020.0,8.0,14.0,,unknown,unknown,,,,,,,,,EUROPE,,,,DK,Syddanmark,,,Fyn,,,,,,,,,55.421575,9.828103,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approved | Expert | Evidence,,,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Branched Centaury,,ACCEPTED,,,8a863029-f435-446a-821e-275f4f641165,NL,2024-09-11T22:41:54.109Z,,,,,,,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum,,DWC_ARCHIVE,2024-09-11T22:41:54.109Z,2024-09-11T07:15:40.426Z,True,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.5_1,Syddanmark,DNK.5.13_1,Middelfart,,,LC
3704705311,,Danmarks Miljøportal,da,CC_BY_4_0,2022-03-07T12:35:52.387Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""NOVANA"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/217319""""}""",25476057,DMPNatur_25476057,,Miljøstyrelsen,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,217319.0,,,,2005-07-26,00:00,207.0,207.0,2005.0,7.0,26.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,82_05,,,,,,,,55.767345,10.30746,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T13:56:30.180Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T13:56:30.180Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.2_1,Midtjylland,DNK.2.6_1,Horsens,,,LC
3696504391,,Danmarks Miljøportal,da,CC_BY_4_0,2015-03-28T18:53:42Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""Øvrige data"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/718183""""}""",18176040,DMPNatur_18176040,,Guldborgsund Kommune,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,718183.0,,,,1980-01-01,00:00,1.0,1.0,1980.0,1.0,1.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,Priorskov-Flinthorne,,,,,,,,54.699775,11.824971,6764.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T13:55:09.363Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T13:55:09.363Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.4_1,Sjælland,DNK.4.3_1,Guldborgsund,,,LC
3696475500,,Danmarks Miljøportal,da,CC_BY_4_0,2022-01-02T20:13:44.860Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""Andre myndighedsdata"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/920572""""}""",25228071,DMPNatur_25228071,,Guldborgsund Kommune,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,920572.0,,,,2021-08-04,12:22,216.0,216.0,2021.0,8.0,4.0,,"Strandenge, strandsumpe",,,,,,,,,,EUROPE,,,,DK,,,,,Roden Skov 03,,,,,,,,54.669017,11.838011,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T13:56:25.593Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T13:56:25.593Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.4_1,Sjælland,DNK.4.3_1,Guldborgsund,,,LC
3696462499,,Danmarks Miljøportal,da,CC_BY_4_0,2022-01-02T20:14:18.417Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""Andre myndighedsdata"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/920584""""}""",25228280,DMPNatur_25228280,,Guldborgsund Kommune,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,920584.0,,,,2021-08-04,12:15,216.0,216.0,2021.0,8.0,4.0,,"Strandenge, strandsumpe",,,,,,,,,,EUROPE,,,,DK,,,,,Roden Skov 16,,,,,,,,54.666828,11.835532,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T13:57:04.499Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T13:57:04.499Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.4_1,Sjælland,DNK.4.3_1,Guldborgsund,,,LC
3696456379,,Danmarks Miljøportal,da,CC_BY_4_0,2015-03-17T18:26:19Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""Øvrige data"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/714824""""}""",18149809,DMPNatur_18149809,,Guldborgsund Kommune,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,714824.0,,,,1980-01-01,00:00,1.0,1.0,1980.0,1.0,1.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,Vindenæs,,,,,,,,54.648157,11.815892,251.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T13:54:55.724Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T13:54:55.724Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.4_1,Sjælland,DNK.4.3_1,Guldborgsund,,,LC
3696427316,,Danmarks Miljøportal,da,CC_BY_4_0,2015-02-02T14:42:04Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""Øvrige data"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/652918""""}""",16061662,DMPNatur_16061662,,Guldborgsund Kommune,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,652918.0,,,,2000-01-01,00:00,1.0,1.0,2000.0,1.0,1.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,"371-001 Korsbæk - Bræddersminde, S",,,,,,,,54.651957,11.81787,1672.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T13:59:37.630Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T13:59:37.630Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.4_1,Sjælland,DNK.4.3_1,Guldborgsund,,,LC
3468465401,,Danmarks Miljøportal,da,CC_BY_4_0,2021-12-14T08:57:58.507Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""Kommunal besigtigelse"""",""""Dækning"""":""""A - Relativ upåvirket areal"""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/914581""""}""",25183033,DMPNatur_25183033,,Varde Kommune,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,914581.0,,,,2021-07-08,00:00,189.0,189.0,2021.0,7.0,8.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,21_5278_3,,,,,,,,55.527857,8.253487,550.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T14:02:13.373Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T14:02:13.373Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.5_1,Syddanmark,DNK.5.20_1,Varde,,,LC
3468422197,,Arter.dk Miljøstyrelsen,da,CC_BY_4_0,2022-02-12T15:11:02.523Z,,,,,,,,MST-and-NHMD,,,,HUMAN_OBSERVATION,,,"""{""""Substrate"""":""""""""}""",https://arter.dk/observation/record-details/12bbbe05-c356-4e04-8d31-ad5e00b64995,Arter_12bbbe05-c356-4e04-8d31-ad5e00b64995,,BoFrölich,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,2021-07-07,13:01:45.907+02:00,188.0,188.0,2021.0,7.0,7.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,,,,,,,,,55.142088,9.990051,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BoFrölich,,,,,,MSTSNM:Arter:55f127b1-6a7b-4879-8974-abc800d9e300,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,963a6b96-4d22-4428-86e4-afee52cf4a8e,DK,2024-10-09T11:04:03.722Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-10-09T11:04:03.722Z,2024-10-09T10:49:05.389Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.5_1,Syddanmark,DNK.5.3_1,Assens,,,LC
3465284567,,Danmarks Miljøportal,da,CC_BY_4_0,2022-01-11T14:47:21.100Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""NOVANA"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/921575""""}""",25290752,DMPNatur_25290752,,Miljøstyrelsen,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,921575.0,,,,2021-07-16,14:37,197.0,197.0,2021.0,7.0,16.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,1683_37,,,,,,,,55.968451,11.75294,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T14:01:32.824Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T14:01:32.824Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.4_1,Sjælland,DNK.4.10_1,Odsherred,,,LC
3465266586,,Danmarks Miljøportal,da,CC_BY_4_0,2022-01-14T11:56:20.637Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""NOVANA"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/921933""""}""",25307564,DMPNatur_25307564,,Miljøstyrelsen,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,921933.0,,,,2021-08-06,13:39,218.0,218.0,2021.0,8.0,6.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,1693_10,,,,,,,,55.700107,11.236647,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T14:01:33.284Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T14:01:33.284Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.4_1,Sjælland,DNK.4.5_1,Kalundborg,,,LC
3465257755,,Danmarks Miljøportal,da,CC_BY_4_0,2022-01-20T13:40:50.220Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""NOVANA"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/904934""""}""",25352260,DMPNatur_25352260,,Miljøstyrelsen,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,904934.0,,,,2021-07-06,00:00,187.0,187.0,2021.0,7.0,6.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,1492_22,,,,,,,,55.040757,9.641595,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T14:01:36.794Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T14:01:36.794Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,,,,,,,,,LC
3465228632,,Danmarks Miljøportal,da,CC_BY_4_0,2022-01-14T12:00:47.347Z,,,,,,,,DMP,,,,HUMAN_OBSERVATION,,,"""{""""ArtID"""":1428,""""Indsamlingsformål"""":""""NOVANA"""",""""Dækning"""":"""""""",""""Arealtype"""":"""""""",""""Pinpointnummer"""":"""""""",""""EventLink"""":""""https://naturereport.miljoeportal.dk/921948""""}""",25308334,DMPNatur_25308334,,Miljøstyrelsen,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,921948.0,,,,2021-08-04,16:17,216.0,216.0,2021.0,8.0,4.0,,,,,,,,,,,,EUROPE,,,,DK,,,,,1694_39,,,,,,,,55.730775,11.205749,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9611f4-f785-ea11-aa77-501ac539d1ea,,,,,,,,Centaurium pulchellum (Sw.) Druce,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,,Gentianaceae,,,,Centaurium,Centaurium,,,pulchellum,,,SPECIES,,Liden tusindgylden,,ACCEPTED,,,67fabcac-a638-40a6-9bea-aeca8aced9f1,DK,2024-09-13T13:56:25.426Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,,True,False,7439391,7439391,6,7707728,220,412,2503,7412173,,7439391,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,DWC_ARCHIVE,2024-09-13T13:56:25.426Z,2024-09-13T12:27:24.144Z,False,,,False,EUROPE,EUROPE,DNK,Denmark,DNK.4_1,Sjælland,DNK.4.5_1,Kalundborg,,,LC
